@LastModified,@Name,@Path,Task.@version,Task.@xmlns:ns0,Task.Actions.@Context,Task.Actions.ComHandler.ClassId,Task.Actions.ComHandler.Data,Task.Actions.Exec,Task.Actions.Exec.@id,Task.Actions.Exec.Arguments,Task.Actions.Exec.Command,Task.Actions.Exec.WorkingDirectory,Task.Principals.Principal.@id,Task.Principals.Principal.GroupId,Task.Principals.Principal.LogonType,Task.Principals.Principal.RunLevel,Task.Principals.Principal.UserId,Task.RegistrationInfo.Author,Task.RegistrationInfo.Date,Task.RegistrationInfo.Description,Task.RegistrationInfo.SecurityDescriptor,Task.RegistrationInfo.Source,Task.RegistrationInfo.URI,Task.RegistrationInfo.Version,Task.Settings.AllowHardTerminate,Task.Settings.AllowStartOnDemand,Task.Settings.DisallowStartIfOnBatteries,Task.Settings.DisallowStartOnRemoteAppSession,Task.Settings.Enabled,Task.Settings.ExecutionTimeLimit,Task.Settings.Hidden,Task.Settings.IdleSettings.Duration,Task.Settings.IdleSettings.RestartOnIdle,Task.Settings.IdleSettings.StopOnIdleEnd,Task.Settings.IdleSettings.WaitTimeout,Task.Settings.MaintenanceSettings.Deadline,Task.Settings.MaintenanceSettings.Exclusive,Task.Settings.MaintenanceSettings.Period,Task.Settings.MultipleInstancesPolicy,Task.Settings.Priority,Task.Settings.RestartOnFailure.Count,Task.Settings.RestartOnFailure.Interval,Task.Settings.RunOnlyIfIdle,Task.Settings.RunOnlyIfNetworkAvailable,Task.Settings.StartWhenAvailable,Task.Settings.StopIfGoingOnBatteries,Task.Settings.UseUnifiedSchedulingEngine,Task.Settings.WakeToRun,Task.Triggers,Task.Triggers.BootTrigger,Task.Triggers.BootTrigger.@id,Task.Triggers.BootTrigger.Delay,Task.Triggers.BootTrigger.Enabled,Task.Triggers.BootTrigger.EndBoundary,Task.Triggers.BootTrigger.Repetition.Interval,Task.Triggers.CalendarTrigger,Task.Triggers.CalendarTrigger.@id,Task.Triggers.CalendarTrigger.Enabled,Task.Triggers.CalendarTrigger.EndBoundary,Task.Triggers.CalendarTrigger.RandomDelay,Task.Triggers.CalendarTrigger.Repetition.Duration,Task.Triggers.CalendarTrigger.Repetition.Interval,Task.Triggers.CalendarTrigger.Repetition.StopAtDurationEnd,Task.Triggers.CalendarTrigger.ScheduleByDay.DaysInterval,Task.Triggers.CalendarTrigger.ScheduleByMonth.DaysOfMonth.Day,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.April,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.August,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.December,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.February,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.January,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.July,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.June,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.March,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.May,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.November,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.October,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.September,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Friday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Monday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Saturday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Sunday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Thursday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Tuesday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Wednesday,Task.Triggers.CalendarTrigger.ScheduleByWeek.WeeksInterval,Task.Triggers.CalendarTrigger.StartBoundary,Task.Triggers.EventTrigger,Task.Triggers.EventTrigger.@id,Task.Triggers.EventTrigger.Delay,Task.Triggers.EventTrigger.Enabled,Task.Triggers.EventTrigger.ExecutionTimeLimit,Task.Triggers.EventTrigger.Repetition.Duration,Task.Triggers.EventTrigger.Repetition.Interval,Task.Triggers.EventTrigger.StartBoundary,Task.Triggers.EventTrigger.Subscription,Task.Triggers.IdleTrigger,Task.Triggers.IdleTrigger.@id,Task.Triggers.IdleTrigger.Enabled,Task.Triggers.IdleTrigger.ExecutionTimeLimit,Task.Triggers.LogonTrigger,Task.Triggers.LogonTrigger.@id,Task.Triggers.LogonTrigger.Delay,Task.Triggers.LogonTrigger.Enabled,Task.Triggers.LogonTrigger.EndBoundary,Task.Triggers.LogonTrigger.ExecutionTimeLimit,Task.Triggers.LogonTrigger.Repetition.Interval,Task.Triggers.LogonTrigger.Repetition.StopAtDurationEnd,Task.Triggers.LogonTrigger.StartBoundary,Task.Triggers.LogonTrigger.UserId,Task.Triggers.RegistrationTrigger,Task.Triggers.RegistrationTrigger.Delay,Task.Triggers.SessionStateChangeTrigger,Task.Triggers.SessionStateChangeTrigger.@id,Task.Triggers.SessionStateChangeTrigger.Delay,Task.Triggers.SessionStateChangeTrigger.Enabled,Task.Triggers.SessionStateChangeTrigger.ExecutionTimeLimit,Task.Triggers.SessionStateChangeTrigger.StateChange,Task.Triggers.TimeTrigger,Task.Triggers.TimeTrigger.@id,Task.Triggers.TimeTrigger.Enabled,Task.Triggers.TimeTrigger.RandomDelay,Task.Triggers.TimeTrigger.Repetition.Interval,Task.Triggers.TimeTrigger.Repetition.StopAtDurationEnd,Task.Triggers.TimeTrigger.StartBoundary,Task.Triggers.WnfStateChangeTrigger,Task.Triggers.WnfStateChangeTrigger.@id,Task.Triggers.WnfStateChangeTrigger.Data,Task.Triggers.WnfStateChangeTrigger.DataOffset,Task.Triggers.WnfStateChangeTrigger.Delay,Task.Triggers.WnfStateChangeTrigger.Enabled,Task.Triggers.WnfStateChangeTrigger.StateName
2023-03-06 21:17:20,Proxy,C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,"/d acproxy.dll,PerformAutochkOperations",%windir%\system32\rundll32.exe,,LocalSystem,,,,S-1-5-18,"$(@%systemroot%\system32\acproxy.dll,-101)",,"$(@%systemroot%\system32\acproxy.dll,-102)",,"$(@%systemroot%\system32\acproxy.dll,-100)",Microsoft\Windows\Autochk\Proxy,,,,false,,,,,PT10M,false,false,P365D,,,,IgnoreNew,,,,true,,true,false,true,,,,AutochkProxy,PT30M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:22,BitLocker Encrypt All Drives,C:\Windows\System32\Tasks\Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives,,http://schemas.microsoft.com/windows/2004/02/mit/task,Users,{61BCD1B9-340C-40EC-9D41-D7F1C0632F05},BitLockerEncryptAllDrives,,,,,,Users,S-1-5-4,,,,,,,D:P(A;;FRFX;;;AU)(A;;FA;;;SY),,\Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives,,,,false,,,,,,false,true,,,,,IgnoreNew,,,,,true,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7568BCA32B188341
2023-03-06 21:17:21,BitLocker MDM policy Refresh,C:\Windows\System32\Tasks\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh,,http://schemas.microsoft.com/windows/2004/02/mit/task,Users,{61BCD1B9-340C-40EC-9D41-D7F1C0632F05},BitLockerPolicy,,,,,,Users,S-1-5-4,,,,,,,D:P(A;;FRFX;;;AU)(A;;FA;;;SY),,\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh,,,,false,,,,,,false,true,,,,,IgnoreNew,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7540BCA32B188341
2023-03-06 21:17:22,UninstallDeviceTask,C:\Windows\System32\Tasks\Microsoft\Windows\Bluetooth\UninstallDeviceTask,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,$(Arg0),BthUdTask.exe,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\BthUdTask.exe,-1002)",,"$(@%SystemRoot%\system32\BthUdTask.exe,-1001)",D:(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;LS),,Microsoft\Windows\Bluetooth\UninstallDeviceTask,,,,false,,,,,,false,true,,,,,Parallel,,,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:21,BgTaskRegistrationMaintenanceTask,C:\Windows\System32\Tasks\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{E984D939-0E00-4DD9-AC3A-7ACA04745521},,,,,,,LocalSystem,,,HighestAvailable,S-1-5-18,"$(@%systemRoot%\System32\bisrv.dll,-102)",,"$(@%systemRoot%\System32\bisrv.dll,-103)",D:(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;LS),,\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask,,false,,true,,,PT6M,,PT1S,false,true,,P14D,,P7D,IgnoreNew,6,,,true,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:22,maintenancetasks,C:\Windows\System32\Tasks\Microsoft\Windows\capabilityaccessmanager\maintenancetasks,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,"%windir%\system32\CapabilityAccessManager.dll,CapabilityAccessManagerDoStoreMaintenance",%windir%\system32\rundll32.exe,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\CapabilityAccessManager.dll,-3)",,"$(@%SystemRoot%\system32\CapabilityAccessManager.dll,-5)",D:(A;;GA;;;SY)(A;;FRFX;;;LS)(A;;FA;;;BA),"$(@%SystemRoot%\system32\CapabilityAccessManager.dll,-4)",\microsoft\windows\capabilityaccessmanager\maintenancetasks,,false,,true,,,,,,false,true,,P7D,,P1D,IgnoreNew,,,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:22,AikCertEnrollTask,C:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\AikCertEnrollTask,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{47E30D54-DAC1-473A-AFF7-2355BF78881F},AIKCertEnroll,,,,,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\ngctasks.dll,-100)",,"$(@%SystemRoot%\system32\ngctasks.dll,-103)",D:P(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;LS)(A;;FRFX;;;NS),"$(@%SystemRoot%\system32\ngctasks.dll,-101)",\Microsoft\Windows\CertificateServicesClient\AikCertEnrollTask,,,,false,,,,,,false,true,,,,,Queue,,,,,,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7510BCA323098541
2023-03-06 21:17:21,CryptoPolicyTask,C:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\CryptoPolicyTask,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{47E30D54-DAC1-473A-AFF7-2355BF78881F},CryptoPolicy,,,,,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\ngctasks.dll,-100)",,"$(@%SystemRoot%\system32\ngctasks.dll,-104)",D:P(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;LS)(A;;FRFX;;;NS),"$(@%SystemRoot%\system32\ngctasks.dll,-101)",\Microsoft\Windows\CertificateServicesClient\CryptoPolicyTask,,,,false,,,,,,false,true,,,,,Queue,,,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7530BCA323098541
2024-01-31 06:13:12,KeyPreGenTask,C:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\KeyPreGenTask,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{47E30D54-DAC1-473A-AFF7-2355BF78881F},NGCKeyPregen,,,,,,LocalSystem,,,LeastPrivilege,S-1-5-18,"$(@%SystemRoot%\system32\ngctasks.dll,-100)",,"$(@%SystemRoot%\system32\ngctasks.dll,-102)",D:P(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;LS)(A;;FRFX;;;NS),"$(@%SystemRoot%\system32\ngctasks.dll,-101)",\Microsoft\Windows\CertificateServicesClient\KeyPreGenTask,,true,true,false,false,true,PT72H,false,,false,true,,,,,Queue,7,,,false,false,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserSignOnTrigger,PT10M,false,,,,,,,,,,LocalConsoleConnectTrigger,PT10M,false,,ConsoleConnect,,,,,,,,"[{'@id': 'ImmediateTrigger', 'ns0:Enabled': 'true', 'ns0:StateName': '7508BCA323098541'}, {'@id': 'DelayedTrigger', 'ns0:Enabled': 'true', 'ns0:Delay': 'PT10M', 'ns0:StateName': '7520BCA323098541'}, {'@id': 'DeviceUnlockedTrigger', 'ns0:Enabled': 'false', 'ns0:Delay': 'PT10M', 'ns0:StateName': '75C0BCA33E06830D'}]",,,,,,
2023-03-06 21:17:20,SystemTask,C:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\SystemTask,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{58FB76B9-AC85-4E55-AC04-427593B1D060},SYSTEM,,,,,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\dimsjob.dll,-101)",,"$(@%SystemRoot%\system32\dimsjob.dll,-102)",D:P(A;;FA;;;BA)(A;;FA;;;SY),"$(@%SystemRoot%\system32\dimsjob.dll,-100)",\Microsoft\Windows\CertificateServicesClient\SystemTask,1.0,,,false,,,PT0S,,,false,true,,,,,Parallel,,5,PT1M,,true,true,true,true,,,,,PT10S,,,PT8H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508BCA32A1E890D
2023-03-06 21:17:20,UserTask,C:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask,,http://schemas.microsoft.com/windows/2004/02/mit/task,InteractiveUsers,{58FB76B9-AC85-4E55-AC04-427593B1D060},USER,,,,,,InteractiveUsers,S-1-5-4,,,,"$(@%SystemRoot%\system32\dimsjob.dll,-101)",,"$(@%SystemRoot%\system32\dimsjob.dll,-102)",D:P(A;;FA;;;BA)(A;;FA;;;SY)(A;;FR;;;IU),"$(@%SystemRoot%\system32\dimsjob.dll,-100)",\Microsoft\Windows\CertificateServicesClient\UserTask,1.0,,,false,,,PT0S,,,false,true,,,,,Parallel,,5,PT1M,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT25M,,PT30M,PT4H,PT1H,,"<QueryList><Query Id=""0"" Path=""Microsoft-Windows-User Device Registration/Admin""><Select Path=""Microsoft-Windows-User Device Registration/Admin"">*[System[Provider[@Name='Microsoft-Windows-User Device Registration'] and EventID=300]]</Select></Query></QueryList>",,,,,,,,,,,PT8H,,,,,,,,,,,,,,,,,,,,,,,,,F510BCA32A1E890D
2023-03-06 21:17:21,UserTask-Roam,C:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask-Roam,,http://schemas.microsoft.com/windows/2004/02/mit/task,InteractiveUsers,{58FB76B9-AC85-4E55-AC04-427593B1D060},KEYROAMING,,,,,,InteractiveUsers,S-1-5-4,,,,"$(@%SystemRoot%\system32\dimsjob.dll,-101)",,"$(@%SystemRoot%\system32\dimsjob.dll,-102)",D:P(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFW;;;IU),"$(@%SystemRoot%\system32\dimsjob.dll,-100)",\Microsoft\Windows\CertificateServicesClient\UserTask-Roam,1.0,,,true,,,PT0S,,,false,true,,,,,Parallel,,5,PT1M,,true,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'ns0:StateChange': 'SessionLock'}, {'ns0:StateChange': 'SessionUnlock'}]",,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:21,ProactiveScan,C:\Windows\System32\Tasks\Microsoft\Windows\Chkdsk\ProactiveScan,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{CF4270F5-2E43-4468-83B3-A8C45BB33EA1},,,,,,,LocalSystem,,,,S-1-5-18,"$(@%systemroot%\system32\pstask.dll,-101)",,"$(@%systemroot%\system32\pstask.dll,-102)",D:AI(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;LS)(A;;FR;;;AU),"$(@%systemroot%\system32\pstask.dll,-100)",\Microsoft\Windows\Chkdsk\ProactiveScan,,,,true,,,,,,false,true,,P7D,,P1D,IgnoreNew,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:21,SyspartRepair,C:\Windows\System32\Tasks\Microsoft\Windows\Chkdsk\SyspartRepair,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,%windir% /sysrepair,%windir%\system32\bcdboot.exe,,LocalSystem,,,,S-1-5-18,,,,D:P(A;;FR;;;AU)(A;;FA;;;SY),,\Microsoft\Windows\Chkdsk\SyspartRepair,,false,,false,,,,true,,false,true,,,,,IgnoreNew,,,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508BCA32C0D8E0A
2023-03-06 21:17:20,License Validation,C:\Windows\System32\Tasks\Microsoft\Windows\Clip\License Validation,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,,,,,-p -s -o,%SystemRoot%\system32\ClipUp.exe,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\ClipUp.exe,-100)",2014-01-01T00:00:00,"$(@%SystemRoot%\system32\ClipUp.exe,-101)",D:P(A;;FA;;;SY)(A;;FA;;;BA)(A;;GRGX;;;SU)(A;;FA;;;S-1-5-80-65843127-2189646064-2697706863-2125155322-3141006483)(A;;FR;;;S-1-5-87-1452649159-2109950929-2856838567-3638795029-1283063528),"$(@%SystemRoot%\system32\ClipUp.exe,-102)",\Microsoft\Windows\Clip\License Validation,,false,,false,,false,PT0S,true,,false,true,,,,,IgnoreNew,,,,,,true,false,true,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:20,LicenseImdsIntegration,C:\Windows\System32\Tasks\Microsoft\Windows\Clip\LicenseImdsIntegration,,http://schemas.microsoft.com/windows/2004/02/mit/task,AnyUser,,,,,,%SystemRoot%\system32\fclip.exe,,AnyUser,S-1-5-32-545,,HighestAvailable,,"$(@%SystemRoot%\system32\fclip.exe,-100)",2021-03-01T00:00:00,"$(@%SystemRoot%\system32\fclip.exe,-101)",D:P(A;;FA;;;BA)(A;;FA;;;SY),"$(@%SystemRoot%\system32\fclip.exe,-102)",\Microsoft\Windows\Clip\LicenseImdsIntegration,,false,,false,,false,PT0S,true,,false,true,,,,,Queue,,,,,,true,false,true,,,,,,,,,,,,,PT1H,,,,1,,,,,,,,,,,,,,,,,,,,,,2021-03-01T08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7570BCA322028F02
2023-03-06 21:17:21,CreateObjectTask,C:\Windows\System32\Tasks\Microsoft\Windows\CloudExperienceHost\CreateObjectTask,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{E4544ABA-62BF-4C54-AAB2-EC246342626C},,,,,,,LocalSystem,,,,S-1-5-18,,,,D:(A;;FA;;;SY)(A;;FRFX;;;IU),,\Microsoft\Windows\CloudExperienceHost\CreateObjectTask,1.0,,,false,,,PT1H,true,,false,true,,,,,IgnoreNew,,,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-11 05:32:39,Backup,C:\Windows\System32\Tasks\Microsoft\Windows\CloudRestore\Backup,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,Users,{722D0F89-B69C-4700-AE8C-4A44350E4876},$(Arg0),,,,,,Users,S-1-5-4,,LeastPrivilege,,"$(@%SystemRoot%\system32\CloudRestoreLauncher.dll,-600)",,"$(@%SystemRoot%\system32\CloudRestoreLauncher.dll,-602)",D:(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;BU)(A;;FRFX;;;AU),"$(@%SystemRoot%\system32\CloudRestoreLauncher.dll,-601)",\Microsoft\Windows\CloudRestore\Backup,,,true,false,,true,,false,,,,,,,,IgnoreNew,7,,,,false,,false,true,,,,,,,,,,,true,,PT24H,,,,7,,,,,,,,,,,,,,,,,,,,,,2023-07-01T12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WNF_WB_SETTING_BACKUP_REQUEST,,,,true,7518bCA33A0CC641
2023-10-11 05:32:39,Restore,C:\Windows\System32\Tasks\Microsoft\Windows\CloudRestore\Restore,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,Users,{b4bcfa6f-948d-46b8-bf27-e8b1117e23b3},,,,,,,Users,S-1-5-4,,LeastPrivilege,,"$(@%SystemRoot%\system32\CloudRestoreLauncher.dll,-600)",,"$(@%SystemRoot%\system32\CloudRestoreLauncher.dll,-602)",,"$(@%SystemRoot%\system32\CloudRestoreLauncher.dll,-601)",\Microsoft\Windows\CloudRestore\Restore,,,true,false,,true,,false,,,,,,,,IgnoreNew,7,1,PT15M,,true,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WNF_SHEL_RESTORE_PAYLOAD_COMPLETE,,,,true,75F0BEA33E06830D
2023-11-18 09:17:35,UnifiedConsentSyncTask,C:\Windows\System32\Tasks\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask,1.6,http://schemas.microsoft.com/windows/2004/02/mit/task,InteractiveUsers,{82aa0895-198a-4c1b-b2d1-c16894218afb},,,,,,,InteractiveUsers,S-1-5-4,,HighestAvailable,,"$(@%systemRoot%\system32\unifiedconsent.dll,-102)",,"$(@%systemRoot%\system32\unifiedconsent.dll,-101)",,"$(@%systemRoot%\system32\unifiedconsent.dll,-103)",\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask,,true,true,false,false,true,PT5M,false,,false,false,,,,,IgnoreNew,7,,,false,,true,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508BCA3380DC641
2023-03-06 21:17:22,Consolidator,C:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Consolidator,,http://schemas.microsoft.com/windows/2004/02/mit/task,WinSQMAccount,,,,,,%SystemRoot%\System32\wsqmcons.exe,,WinSQMAccount,,,,S-1-5-18,"$(@%systemRoot%\system32\wsqmcons.exe,-108)",,"$(@%systemRoot%\system32\wsqmcons.exe,-107)",D:(A;OICI;FA;;;BA)(A;OICI;FA;;;SY)(A;OICI;GRGX;;;AU),"$(@%systemRoot%\system32\wsqmcons.exe,-106)",\Microsoft\Windows\Customer Experience Improvement Program\Consolidator,1.0,,,false,,,,,,false,true,,,,,IgnoreNew,,,,,,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT6H,,2004-01-02T00:00:00,,,,,,,
2023-03-06 21:17:21,UsbCeip,C:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip,1.4,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{C27F6B1D-FE0B-45E4-9257-38799FA69BC8},SYSTEM,,,,,,LocalSystem,,,,S-1-5-18,"$(@%SystemRoot%\system32\usbceip.dll,-600)",,"$(@%SystemRoot%\system32\usbceip.dll,-602)",D:(A;OICI;FA;;;BA)(A;OICI;FA;;;SY)(A;OICI;GRGX;;;AU)(A;OICI;SD;;;S-1-5-87-1060603329-121822201-3452730971-4292368946-61207722)(A;;FRFX;;;LS),"$(@%SystemRoot%\system32\usbceip.dll,-601)",Microsoft\Windows\Customer Experience Improvement Program\UsbCeip,1.0,,,true,,,,true,,false,true,,,,P7D,IgnoreNew,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:20,Data Integrity Check And Scan,C:\Windows\System32\Tasks\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{DCFD3EA8-D960-4719-8206-490AE315F94F},,,,,,,LocalSystem,,,HighestAvailable,S-1-5-18,"$(@%systemroot%\system32\discan.dll,-600)",,"$(@%systemroot%\system32\discan.dll,-602)",D:AI(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;LS)(A;;FR;;;AU),"$(@%systemroot%\system32\discan.dll,-601)",\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan,,,,true,,,PT0S,,,false,false,,,,,IgnoreNew,,,,,,true,true,true,,,,Resume,PT1H,false,,,,Init,false,,PT1H,,,,1,,,,,,,,,,,,,,,,,,,,,,2011-01-01T23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 21:17:21,Data Integrity Scan,C:\Windows\System32\Tasks\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan,,http://schemas.microsoft.com/windows/2004/02/mit/task,LocalSystem,{DCFD3EA8-D960-4719-8206-490AE315F94F},-Manual,,,,,,LocalSystem,,,HighestAvailable,S-1-5-18,"$(@%systemroot%\system32\discan.dll,-600)",,"$(@%systemroot%\system32\discan.dll,-602)",D:AI(A;;FA;;;BA)(A;;FA;;;SY)(A;;FRFX;;;LS)(A;;FR;;;AU),"$(@%systemroot%\system32\discan.dll,-601)",\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan,,,,true,,,PT0S,,,false,false,,,,,IgnoreNew,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
